state_code,date,total_cases,total_deaths,state,population,new_cases,new_deaths
MT,2020-05-04,457.0,16.0,Montana,1068778.0,2.0,0.0
OH,2020-05-04,20474.0,1056.0,Ohio,11689100.0,560.0,18.0
MO,2020-05-04,8754.0,358.0,Missouri,6137428.0,368.0,6.0
MA,2020-05-04,69087.0,4090.0,Massachusetts,6892503.0,1000.0,86.0
DE,2020-05-04,5288.0,255.0,Delaware,973764.0,80.0,9.0
IN,2020-05-04,20507.0,1264.0,Indiana,6732219.0,574.0,18.0
AL,2020-05-04,8025.0,296.0,Alabama,4903185.0,300.0,6.0
VT,2020-05-04,906.0,52.0,Vermont,623989.0,5.0,0.0
WA,2020-05-04,17209.0,834.0,Washington,7614893.0,266.0,4.0
UT,2020-05-04,5317.0,50.0,Utah,3205958.0,142.0,0.0
KY,2020-05-04,5130.0,253.0,Kentucky,4467673.0,251.0,5.0
IA,2020-05-04,9703.0,188.0,Iowa,3155070.0,534.0,4.0
VA,2020-05-04,19492.0,684.0,Virginia,8535519.0,821.0,24.0
TX,2020-05-04,32332.0,884.0,Texas,28995881.0,784.0,17.0
AR,2020-05-04,3458.0,81.0,Arkansas,3017804.0,27.0,5.0
WY,2020-05-04,586.0,7.0,Wyoming,578759.0,7.0,0.0
KS,2020-05-04,5245.0,136.0,Kansas,2913314.0,215.0,2.0
IL,2020-05-04,63840.0,2662.0,Illinois,12671821.0,2341.0,44.0
ID,2020-05-04,2061.0,64.0,Idaho,1787065.0,0.0,1.0
WI,2020-05-04,9538.0,340.0,Wisconsin,5822434.0,311.0,1.0
LA,2020-05-04,29673.0,2064.0,Louisiana,4648794.0,333.0,95.0
TN,2020-05-04,13571.0,219.0,Tennessee,6829174.0,394.0,9.0
WV,2020-05-04,1206.0,50.0,West Virginia,1792147.0,15.0,0.0
AK,2020-05-04,370.0,9.0,Alaska,731545.0,2.0,0.0
AR,2020-05-05,3496.0,83.0,Arkansas,3017804.0,38.0,2.0
NY,2020-05-05,321192.0,19645.0,New York,19453561.0,2239.0,230.0
LA,2020-05-05,29996.0,2115.0,Louisiana,4648794.0,323.0,51.0
TN,2020-05-05,13690.0,226.0,Tennessee,6829174.0,119.0,7.0
SC,2020-05-05,6757.0,283.0,South Carolina,5148714.0,131.0,8.0
AZ,2020-05-05,9305.0,395.0,Arizona,7278717.0,386.0,33.0
DC,2020-05-05,5322.0,264.0,District of Columbia,705749.0,152.0,6.0
TX,2020-05-05,33369.0,906.0,Texas,28995881.0,1037.0,22.0
WA,2020-05-05,17470.0,841.0,Washington,7614893.0,261.0,7.0
FL,2020-05-05,37439.0,1536.0,Florida,21477737.0,542.0,113.0
NH,2020-05-05,2588.0,86.0,New Hampshire,1359711.0,0.0,0.0
AL,2020-05-05,8285.0,313.0,Alabama,4903185.0,260.0,17.0
MA,2020-05-05,70271.0,4212.0,Massachusetts,6892503.0,1184.0,122.0
ND,2020-05-05,1266.0,17.0,North Dakota,762062.0,41.0,2.0
NE,2020-05-05,6083.0,78.0,Nebraska,1934408.0,173.0,0.0
HI,2020-05-05,621.0,17.0,Hawaii,1415872.0,1.0,0.0
OR,2020-05-05,2839.0,113.0,Oregon,4217737.0,80.0,4.0
WV,2020-05-05,1238.0,50.0,West Virginia,1792147.0,32.0,0.0
IL,2020-05-05,65962.0,2838.0,Illinois,12671821.0,2122.0,176.0
MN,2020-05-05,10876.0,455.0,Minnesota,5639632.0,641.0,27.0
KS,2020-05-05,5458.0,137.0,Kansas,2913314.0,213.0,1.0
CO,2020-05-05,16907.0,851.0,Colorado,5758736.0,272.0,9.0
VT,2020-05-05,909.0,52.0,Vermont,623989.0,3.0,0.0
OK,2020-05-05,4127.0,247.0,Oklahoma,3956971.0,83.0,9.0
VA,2020-05-05,20256.0,713.0,Virginia,8535519.0,764.0,29.0
SD,2020-05-05,2721.0,24.0,South Dakota,884659.0,53.0,3.0
MT,2020-05-05,456.0,16.0,Montana,1068778.0,-1.0,0.0
ME,2020-05-05,1226.0,61.0,Maine,1344212.0,21.0,4.0
OH,2020-05-05,20969.0,1135.0,Ohio,11689100.0,495.0,79.0
NV,2020-05-05,5594.0,297.0,Nevada,3080156.0,103.0,5.0
CA,2020-05-05,56212.0,2317.0,California,39512223.0,1275.0,63.0
MI,2020-05-05,50497.0,4781.0,Michigan,9986857.0,688.0,59.0
NM,2020-05-05,4031.0,156.0,New Mexico,2096829.0,181.0,5.0
WI,2020-05-05,9896.0,353.0,Wisconsin,5822434.0,358.0,13.0
ID,2020-05-05,2106.0,64.0,Idaho,1787065.0,45.0,0.0
IN,2020-05-05,21033.0,1326.0,Indiana,6732219.0,526.0,62.0
MO,2020-05-05,8916.0,377.0,Missouri,6137428.0,162.0,19.0
RI,2020-05-05,10297.0,355.0,Rhode Island,1059361.0,303.0,14.0
KY,2020-05-05,5245.0,261.0,Kentucky,4467673.0,115.0,8.0
DE,2020-05-05,5371.0,266.0,Delaware,973764.0,83.0,11.0
AK,2020-05-05,371.0,9.0,Alaska,731545.0,1.0,0.0
PA,2020-05-05,50957.0,3012.0,Pennsylvania,12801989.0,865.0,554.0
MD,2020-05-05,27117.0,1476.0,Maryland,6045680.0,709.0,52.0
IA,2020-05-05,10111.0,207.0,Iowa,3155070.0,408.0,19.0
UT,2020-05-05,5449.0,56.0,Utah,3205958.0,132.0,6.0
GA,2020-05-05,29711.0,1288.0,Georgia,10617423.0,343.0,66.0
WY,2020-05-05,596.0,7.0,Wyoming,578759.0,10.0,0.0
NJ,2020-05-05,130593.0,9823.0,New Jersey,8882190.0,2324.0,344.0
MS,2020-05-05,8207.0,342.0,Mississippi,2976149.0,330.0,32.0
NC,2020-05-05,12256.0,452.0,North Carolina,10488084.0,408.0,22.0
CT,2020-05-05,30621.0,2633.0,Connecticut,3565287.0,1334.0,138.0
MD,2020-05-06,28163.0,1520.0,Maryland,6045680.0,1046.0,44.0
SC,2020-05-06,6936.0,305.0,South Carolina,5148714.0,179.0,22.0
WV,2020-05-06,1248.0,50.0,West Virginia,1792147.0,10.0,0.0
WI,2020-05-06,10262.0,362.0,Wisconsin,5822434.0,366.0,9.0
MN,2020-05-06,11510.0,485.0,Minnesota,5639632.0,634.0,30.0
HI,2020-05-06,625.0,17.0,Hawaii,1415872.0,4.0,0.0
MS,2020-05-06,8424.0,374.0,Mississippi,2976149.0,217.0,32.0
NM,2020-05-06,4138.0,162.0,New Mexico,2096829.0,107.0,6.0
MA,2020-05-06,72025.0,4420.0,Massachusetts,6892503.0,1754.0,208.0
WA,2020-05-06,17718.0,862.0,Washington,7614893.0,248.0,21.0
NE,2020-05-06,6438.0,82.0,Nebraska,1934408.0,355.0,4.0
NV,2020-05-06,5663.0,311.0,Nevada,3080156.0,69.0,14.0
OR,2020-05-06,2916.0,115.0,Oregon,4217737.0,77.0,2.0
CA,2020-05-06,58815.0,2412.0,California,39512223.0,2603.0,95.0
IN,2020-05-06,21870.0,1377.0,Indiana,6732219.0,837.0,51.0
NJ,2020-05-06,131890.0,10147.0,New Jersey,8882190.0,1297.0,324.0
VT,2020-05-06,914.0,52.0,Vermont,623989.0,5.0,0.0
MT,2020-05-06,456.0,16.0,Montana,1068778.0,0.0,0.0
TX,2020-05-06,34422.0,948.0,Texas,28995881.0,1053.0,42.0
NY,2020-05-06,323978.0,19877.0,New York,19453561.0,2786.0,232.0
PA,2020-05-06,51845.0,3106.0,Pennsylvania,12801989.0,888.0,94.0
AR,2020-05-06,3568.0,85.0,Arkansas,3017804.0,72.0,2.0
IL,2020-05-06,68232.0,2974.0,Illinois,12671821.0,2270.0,136.0
AL,2020-05-06,8581.0,340.0,Alabama,4903185.0,296.0,27.0
MO,2020-05-06,9102.0,396.0,Missouri,6137428.0,186.0,19.0
AK,2020-05-06,372.0,10.0,Alaska,731545.0,1.0,1.0
ME,2020-05-06,1254.0,62.0,Maine,1344212.0,28.0,1.0
CT,2020-05-06,30995.0,2718.0,Connecticut,3565287.0,374.0,85.0
FL,2020-05-06,38002.0,1605.0,Florida,21477737.0,563.0,69.0
VA,2020-05-06,20256.0,713.0,Virginia,8535519.0,0.0,0.0
KY,2020-05-06,5822.0,275.0,Kentucky,4467673.0,577.0,14.0
RI,2020-05-06,10639.0,370.0,Rhode Island,1059361.0,342.0,15.0
UT,2020-05-06,5595.0,58.0,Utah,3205958.0,146.0,2.0
DC,2020-05-06,5461.0,277.0,District of Columbia,705749.0,139.0,13.0
NH,2020-05-06,2636.0,92.0,New Hampshire,1359711.0,48.0,6.0
OK,2020-05-06,4201.0,253.0,Oklahoma,3956971.0,74.0,6.0
OH,2020-05-06,21576.0,1225.0,Ohio,11689100.0,607.0,90.0
NC,2020-05-06,12758.0,477.0,North Carolina,10488084.0,502.0,25.0
ND,2020-05-06,1323.0,22.0,North Dakota,762062.0,57.0,5.0
WY,2020-05-06,604.0,7.0,Wyoming,578759.0,8.0,0.0
GA,2020-05-06,30696.0,1311.0,Georgia,10617423.0,985.0,23.0
IA,2020-05-06,10404.0,219.0,Iowa,3155070.0,293.0,12.0
AZ,2020-05-06,9707.0,426.0,Arizona,7278717.0,402.0,31.0
TN,2020-05-06,13938.0,239.0,Tennessee,6829174.0,248.0,13.0
DE,2020-05-06,5778.0,269.0,Delaware,973764.0,407.0,3.0
LA,2020-05-06,30399.0,2115.0,Louisiana,4648794.0,403.0,0.0
ID,2020-05-06,2127.0,65.0,Idaho,1787065.0,21.0,1.0
MI,2020-05-06,51131.0,4839.0,Michigan,9986857.0,634.0,58.0
KS,2020-05-06,5734.0,144.0,Kansas,2913314.0,276.0,7.0
CO,2020-05-06,17364.0,903.0,Colorado,5758736.0,457.0,52.0
SD,2020-05-06,2779.0,29.0,South Dakota,884659.0,58.0,5.0
NY,2020-05-07,327649.0,20828.0,New York,19453561.0,3671.0,951.0
WA,2020-05-07,17914.0,870.0,Washington,7614893.0,196.0,8.0
NH,2020-05-07,2740.0,111.0,New Hampshire,1359711.0,104.0,19.0
SD,2020-05-07,2905.0,31.0,South Dakota,884659.0,126.0,2.0
DC,2020-05-07,5654.0,285.0,District of Columbia,705749.0,193.0,8.0
AZ,2020-05-07,9945.0,450.0,Arizona,7278717.0,238.0,24.0
OK,2020-05-07,4330.0,260.0,Oklahoma,3956971.0,129.0,7.0
IL,2020-05-07,70873.0,3111.0,Illinois,12671821.0,2641.0,137.0
AL,2020-05-07,8898.0,349.0,Alabama,4903185.0,317.0,9.0
AR,2020-05-07,3611.0,87.0,Arkansas,3017804.0,43.0,2.0
ME,2020-05-07,1330.0,62.0,Maine,1344212.0,76.0,0.0
LA,2020-05-07,30652.0,2208.0,Louisiana,4648794.0,253.0,93.0
TX,2020-05-07,35390.0,973.0,Texas,28995881.0,968.0,25.0
