state_code,date,total_cases,total_deaths,state,population,new_cases,new_deaths
DC,2020-05-22,7893.0,418.0,District of Columbia,705749.0,105.0,6.0
IA,2020-05-22,16504.0,425.0,Iowa,3155070.0,334.0,19.0
CO,2020-05-22,23191.0,1062.0,Colorado,5758736.0,394.0,61.0
NH,2020-05-22,3935.0,199.0,New Hampshire,1359711.0,67.0,9.0
WA,2020-05-22,21283.0,1044.0,Washington,7614893.0,295.0,7.0
CT,2020-05-22,39640.0,3637.0,Connecticut,3565287.0,432.0,55.0
DE,2020-05-22,8529.0,420.0,Delaware,973764.0,143.0,3.0
SD,2020-05-22,4356.0,50.0,South Dakota,884659.0,106.0,2.0
NJ,2020-05-22,152719.0,12728.0,New Jersey,8882190.0,1247.0,149.0
ND,2020-05-22,2317.0,39.0,North Dakota,762062.0,88.0,1.0
TX,2020-05-22,53449.0,1480.0,Texas,28995881.0,1181.0,40.0
MA,2020-05-22,90889.0,6228.0,Massachusetts,6892503.0,805.0,80.0
WY,2020-05-22,803.0,12.0,Wyoming,578759.0,16.0,1.0
AR,2020-05-22,5612.0,113.0,Arkansas,3017804.0,154.0,3.0
NV,2020-05-22,7401.0,400.0,Nevada,3080156.0,146.0,3.0
LA,2020-05-22,36925.0,2668.0,Louisiana,4648794.0,421.0,39.0
MI,2020-05-22,61075.0,5586.0,Michigan,9986857.0,465.0,31.0
ME,2020-05-22,1948.0,75.0,Maine,1344212.0,71.0,2.0
IL,2020-05-22,105444.0,4715.0,Illinois,12671821.0,2758.0,108.0
VA,2020-05-22,34950.0,1136.0,Virginia,8535519.0,813.0,37.0
FL,2020-05-22,49451.0,2268.0,Florida,21477737.0,776.0,46.0
NY,2020-05-22,358154.0,23195.0,New York,19453561.0,1696.0,112.0
PA,2020-05-22,66258.0,4984.0,Pennsylvania,12801989.0,866.0,115.0
WI,2020-05-23,16843.0,507.0,Wisconsin,5822434.0,503.0,11.0
CA,2020-05-23,90631.0,3708.0,California,39512223.0,2187.0,78.0
LA,2020-05-23,37040.0,2668.0,Louisiana,4648794.0,115.0,0.0
MD,2020-05-23,45495.0,2306.0,Maryland,6045680.0,1071.0,32.0
MS,2020-05-23,13005.0,616.0,Mississippi,2976149.0,381.0,20.0
VA,2020-05-23,35749.0,1159.0,Virginia,8535519.0,799.0,23.0
SC,2020-05-23,9895.0,425.0,South Carolina,5148714.0,257.0,6.0
FL,2020-05-23,50127.0,2312.0,Florida,21477737.0,676.0,44.0
AL,2020-05-23,13938.0,546.0,Alabama,4903185.0,375.0,9.0
IA,2020-05-23,16893.0,444.0,Iowa,3155070.0,389.0,19.0
AK,2020-05-23,408.0,10.0,Alaska,731545.0,4.0,0.0
AZ,2020-05-23,16039.0,799.0,Arizona,7278717.0,431.0,24.0
KS,2020-05-23,8958.0,185.0,Kansas,2913314.0,0.0,0.0
HI,2020-05-23,642.0,17.0,Hawaii,1415872.0,-5.0,0.0
NY,2020-05-23,359926.0,23282.0,New York,19453561.0,1772.0,87.0
VT,2020-05-23,954.0,54.0,Vermont,623989.0,2.0,0.0
DC,2020-05-23,7966.0,427.0,District of Columbia,705749.0,73.0,9.0
TN,2020-05-23,19789.0,329.0,Tennessee,6829174.0,395.0,14.0
NM,2020-05-23,6625.0,302.0,New Mexico,2096829.0,153.0,8.0
TX,2020-05-23,54509.0,1506.0,Texas,28995881.0,1060.0,26.0
ID,2020-05-23,2595.0,79.0,Idaho,1787065.0,61.0,2.0
MA,2020-05-23,91662.0,6304.0,Massachusetts,6892503.0,773.0,76.0
RI,2020-05-23,14057.0,597.0,Rhode Island,1059361.0,108.0,18.0
UT,2020-05-23,8260.0,97.0,Utah,3205958.0,203.0,4.0
ND,2020-05-23,2365.0,39.0,North Dakota,762062.0,48.0,0.0
GA,2020-05-23,42132.0,1811.0,Georgia,10617423.0,914.0,26.0
SD,2020-05-23,4468.0,50.0,South Dakota,884659.0,112.0,0.0
CT,2020-05-23,40022.0,3675.0,Connecticut,3565287.0,382.0,38.0
ME,2020-05-23,2013.0,77.0,Maine,1344212.0,65.0,2.0
WA,2020-05-23,21492.0,1050.0,Washington,7614893.0,209.0,6.0
OH,2020-05-23,31408.0,1956.0,Ohio,11689100.0,614.0,84.0
AR,2020-05-23,5612.0,113.0,Arkansas,3017804.0,0.0,0.0
NV,2020-05-23,7696.0,404.0,Nevada,3080156.0,295.0,4.0
PA,2020-05-23,66983.0,5096.0,Pennsylvania,12801989.0,725.0,112.0
MN,2020-05-23,22765.0,861.0,Minnesota,5639632.0,391.0,10.0
DE,2020-05-23,8690.0,425.0,Delaware,973764.0,161.0,5.0
CO,2020-05-23,23487.0,1088.0,Colorado,5758736.0,296.0,26.0
WV,2020-05-23,1717.0,72.0,West Virginia,1792147.0,101.0,1.0
OR,2020-05-23,3888.0,147.0,Oregon,4217737.0,24.0,0.0
NC,2020-05-23,22725.0,737.0,North Carolina,10488084.0,1107.0,9.0
MT,2020-05-23,479.0,16.0,Montana,1068778.0,0.0,0.0
NH,2020-05-23,4089.0,208.0,New Hampshire,1359711.0,154.0,9.0
WY,2020-05-23,813.0,12.0,Wyoming,578759.0,10.0,0.0
IL,2020-05-23,107796.0,4790.0,Illinois,12671821.0,2352.0,75.0
MO,2020-05-23,11752.0,676.0,Missouri,6137428.0,194.0,5.0
OK,2020-05-23,5960.0,311.0,Oklahoma,3956971.0,111.0,4.0
MI,2020-05-23,61293.0,5612.0,Michigan,9986857.0,218.0,26.0
NE,2020-05-23,11662.0,147.0,Nebraska,1934408.0,237.0,4.0
KY,2020-05-23,8426.0,391.0,Kentucky,4467673.0,140.0,5.0
NJ,2020-05-23,153104.0,12827.0,New Jersey,8882190.0,385.0,99.0
IN,2020-05-23,30901.0,1943.0,Indiana,6732219.0,492.0,2.0
GA,2020-05-24,42838.0,1824.0,Georgia,10617423.0,706.0,13.0
NE,2020-05-24,11989.0,147.0,Nebraska,1934408.0,327.0,0.0
UT,2020-05-24,8392.0,97.0,Utah,3205958.0,132.0,0.0
KS,2020-05-24,8958.0,185.0,Kansas,2913314.0,0.0,0.0
NH,2020-05-24,4089.0,208.0,New Hampshire,1359711.0,0.0,0.0
MN,2020-05-24,23121.0,878.0,Minnesota,5639632.0,356.0,17.0
DE,2020-05-24,8809.0,431.0,Delaware,973764.0,119.0,6.0
ME,2020-05-24,2055.0,78.0,Maine,1344212.0,42.0,1.0
SD,2020-05-24,4563.0,50.0,South Dakota,884659.0,95.0,0.0
PA,2020-05-24,67713.0,5124.0,Pennsylvania,12801989.0,730.0,28.0
ID,2020-05-24,2626.0,79.0,Idaho,1787065.0,31.0,0.0
MA,2020-05-24,92675.0,6372.0,Massachusetts,6892503.0,1013.0,68.0
CT,2020-05-24,40468.0,3693.0,Connecticut,3565287.0,446.0,18.0
VT,2020-05-24,956.0,54.0,Vermont,623989.0,2.0,0.0
NM,2020-05-24,6795.0,308.0,New Mexico,2096829.0,170.0,6.0
DC,2020-05-24,7966.0,427.0,District of Columbia,705749.0,0.0,0.0
NY,2020-05-24,361515.0,23391.0,New York,19453561.0,1589.0,109.0
NC,2020-05-24,23222.0,744.0,North Carolina,10488084.0,497.0,7.0
TN,2020-05-24,20145.0,336.0,Tennessee,6829174.0,356.0,7.0
IL,2020-05-24,110304.0,4856.0,Illinois,12671821.0,2508.0,66.0
MO,2020-05-24,11988.0,681.0,Missouri,6137428.0,236.0,5.0
HI,2020-05-24,643.0,17.0,Hawaii,1415872.0,1.0,0.0
TX,2020-05-24,55348.0,1506.0,Texas,28995881.0,839.0,0.0
RI,2020-05-24,14141.0,608.0,Rhode Island,1059361.0,84.0,11.0
WV,2020-05-24,1759.0,72.0,West Virginia,1792147.0,42.0,0.0
KY,2020-05-24,8571.0,391.0,Kentucky,4467673.0,145.0,0.0
NV,2020-05-24,7770.0,408.0,Nevada,3080156.0,74.0,4.0
AK,2020-05-24,408.0,10.0,Alaska,731545.0,0.0,0.0
SC,2020-05-24,10096.0,435.0,South Carolina,5148714.0,201.0,10.0
OK,2020-05-24,6037.0,311.0,Oklahoma,3956971.0,77.0,0.0
AR,2020-05-24,5922.0,116.0,Arkansas,3017804.0,310.0,3.0
FL,2020-05-24,50867.0,2316.0,Florida,21477737.0,740.0,4.0
MT,2020-05-24,479.0,16.0,Montana,1068778.0,0.0,0.0
MS,2020-05-24,13252.0,625.0,Mississippi,2976149.0,247.0,9.0
IN,2020-05-24,31376.0,1976.0,Indiana,6732219.0,475.0,33.0
VA,2020-05-24,36244.0,1171.0,Virginia,8535519.0,495.0,12.0
LA,2020-05-24,37169.0,2690.0,Louisiana,4648794.0,129.0,22.0
AL,2020-05-24,14327.0,551.0,Alabama,4903185.0,389.0,5.0
OR,2020-05-24,3927.0,148.0,Oregon,4217737.0,39.0,1.0
CO,2020-05-24,23964.0,1088.0,Colorado,5758736.0,477.0,0.0
IA,2020-05-24,17252.0,454.0,Iowa,3155070.0,359.0,10.0
NJ,2020-05-24,154154.0,12881.0,New Jersey,8882190.0,1050.0,54.0
MD,2020-05-24,46313.0,2341.0,Maryland,6045680.0,818.0,35.0
WI,2020-05-24,17253.0,510.0,Wisconsin,5822434.0,410.0,3.0
ND,2020-05-24,2418.0,39.0,North Dakota,762062.0,53.0,0.0
WA,2020-05-24,21652.0,1055.0,Washington,7614893.0,160.0,5.0
WY,2020-05-24,813.0,12.0,Wyoming,578759.0,0.0,0.0
AZ,2020-05-24,16339.0,800.0,Arizona,7278717.0,300.0,1.0
OH,2020-05-24,31911.0,1969.0,Ohio,11689100.0,503.0,13.0
CA,2020-05-24,92710.0,3774.0,California,39512223.0,2079.0,66.0
MI,2020-05-24,61457.0,5640.0,Michigan,9986857.0,164.0,28.0
MD,2020-05-25,47152.0,2379.0,Maryland,6045680.0,839.0,38.0
MT,2020-05-25,479.0,16.0,Montana,1068778.0,0.0,0.0
AK,2020-05-25,409.0,10.0,Alaska,731545.0,1.0,0.0
AZ,2020-05-25,16561.0,806.0,Arizona,7278717.0,222.0,6.0
FL,2020-05-25,51746.0,2331.0,Florida,21477737.0,879.0,15.0
MS,2020-05-25,13458.0,635.0,Mississippi,2976149.0,206.0,10.0
NJ,2020-05-25,155092.0,12897.0,New Jersey,8882190.0,938.0,16.0
CO,2020-05-25,24174.0,1088.0,Colorado,5758736.0,210.0,0.0
OK,2020-05-25,6090.0,313.0,Oklahoma,3956971.0,53.0,2.0
IA,2020-05-25,17577.0,459.0,Iowa,3155070.0,325.0,5.0
GA,2020-05-25,43344.0,1830.0,Georgia,10617423.0,506.0,6.0
UT,2020-05-25,8521.0,98.0,Utah,3205958.0,129.0,1.0
SD,2020-05-25,4586.0,50.0,South Dakota,884659.0,23.0,0.0
WY,2020-05-25,838.0,12.0,Wyoming,578759.0,25.0,0.0
TN,2020-05-25,20607.0,338.0,Tennessee,6829174.0,462.0,2.0
WV,2020-05-25,1774.0,72.0,West Virginia,1792147.0,15.0,0.0
MO,2020-05-25,12167.0,685.0,Missouri,6137428.0,179.0,4.0
ME,2020-05-25,2074.0,78.0,Maine,1344212.0,19.0,0.0
NV,2020-05-25,7879.0,410.0,Nevada,3080156.0,109.0,2.0
OR,2020-05-25,3949.0,148.0,Oregon,4217737.0,22.0,0.0
SC,2020-05-25,10178.0,440.0,South Carolina,5148714.0,82.0,5.0
MI,2020-05-25,61632.0,5678.0,Michigan,9986857.0,175.0,38.0
LA,2020-05-25,37809.0,2690.0,Louisiana,4648794.0,640.0,0.0
NC,2020-05-25,23964.0,754.0,North Carolina,10488084.0,742.0,10.0
AR,2020-05-25,6029.0,117.0,Arkansas,3017804.0,107.0,1.0
AL,2020-05-25,14730.0,562.0,Alabama,4903185.0,403.0,11.0
DE,2020-05-25,8965.0,436.0,Delaware,973764.0,156.0,5.0
PA,2020-05-25,68186.0,5139.0,Pennsylvania,12801989.0,473.0,15.0
TX,2020-05-25,55971.0,1527.0,Texas,28995881.0,623.0,21.0
IN,2020-05-25,31715.0,1976.0,Indiana,6732219.0,339.0,0.0
KS,2020-05-25,9218.0,188.0,Kansas,2913314.0,260.0,3.0
MN,2020-05-25,23524.0,890.0,Minnesota,5639632.0,403.0,12.0
KY,2020-05-25,8571.0,391.0,Kentucky,4467673.0,0.0,0.0
NE,2020-05-25,12134.0,150.0,Nebraska,1934408.0,145.0,3.0
OH,2020-05-25,32477.0,1987.0,Ohio,11689100.0,566.0,18.0
WI,2020-05-25,17571.0,514.0,Wisconsin,5822434.0,318.0,4.0
VA,2020-05-25,37727.0,1208.0,Virginia,8535519.0,1483.0,37.0
CA,2020-05-25,94558.0,3795.0,California,39512223.0,1848.0,21.0
HI,2020-05-25,643.0,17.0,Hawaii,1415872.0,0.0,0.0
NY,2020-05-25,362764.0,23488.0,New York,19453561.0,1249.0,97.0
IL,2020-05-25,112017.0,4884.0,Illinois,12671821.0,1713.0,28.0
DC,2020-05-25,8225.0,440.0,District of Columbia,705749.0,259.0,13.0
NM,2020-05-25,6943.0,317.0,New Mexico,2096829.0,148.0,9.0
ID,2020-05-25,2626.0,79.0,Idaho,1787065.0,0.0,0.0
RI,2020-05-25,14211.0,608.0,Rhode Island,1059361.0,70.0,0.0
CT,2020-05-25,40873.0,3742.0,Connecticut,3565287.0,405.0,49.0
WA,2020-05-25,21909.0,1061.0,Washington,7614893.0,257.0,6.0
MA,2020-05-25,93271.0,6416.0,Massachusetts,6892503.0,596.0,44.0
VT,2020-05-25,962.0,54.0,Vermont,623989.0,6.0,0.0
NH,2020-05-25,4149.0,209.0,New Hampshire,1359711.0,60.0,1.0
ND,2020-05-25,2457.0,39.0,North Dakota,762062.0,39.0,0.0
PA,2020-05-26,68637.0,5152.0,Pennsylvania,12801989.0,451.0,13.0
MO,2020-05-26,12291.0,686.0,Missouri,6137428.0,124.0,1.0
AR,2020-05-26,6180.0,119.0,Arkansas,3017804.0,151.0,2.0
ND,2020-05-26,2422.0,40.0,North Dakota,762062.0,-35.0,1.0
MI,2020-05-26,62075.0,5703.0,Michigan,9986857.0,443.0,25.0
VA,2020-05-26,39342.0,1236.0,Virginia,8535519.0,1615.0,28.0
DE,2020-05-26,9066.0,444.0,Delaware,973764.0,101.0,8.0
SD,2020-05-26,4653.0,50.0,South Dakota,884659.0,67.0,0.0
NV,2020-05-26,7997.0,412.0,Nevada,3080156.0,118.0,2.0
OK,2020-05-26,6137.0,318.0,Oklahoma,3956971.0,47.0,5.0
NY,2020-05-26,363836.0,23564.0,New York,19453561.0,1072.0,76.0
ME,2020-05-26,2109.0,79.0,Maine,1344212.0,35.0,1.0
WA,2020-05-26,22184.0,1070.0,Washington,7614893.0,275.0,9.0
FL,2020-05-26,52255.0,2338.0,Florida,21477737.0,509.0,7.0
CT,2020-05-26,41303.0,3769.0,Connecticut,3565287.0,430.0,27.0
NC,2020-05-26,24140.0,766.0,North Carolina,10488084.0,176.0,12.0
NJ,2020-05-26,155764.0,12950.0,New Jersey,8882190.0,672.0,53.0
MT,2020-05-26,479.0,17.0,Montana,1068778.0,0.0,1.0
DC,2020-05-26,8334.0,440.0,District of Columbia,705749.0,109.0,0.0
NE,2020-05-26,12355.0,150.0,Nebraska,1934408.0,221.0,0.0
WI,2020-05-26,17867.0,517.0,Wisconsin,5822434.0,296.0,3.0
IA,2020-05-26,17703.0,478.0,Iowa,3155070.0,126.0,19.0
AZ,2020-05-26,16783.0,807.0,Arizona,7278717.0,222.0,1.0
CA,2020-05-26,96733.0,3814.0,California,39512223.0,2175.0,19.0
MA,2020-05-26,93693.0,6473.0,Massachusetts,6892503.0,422.0,57.0
NH,2020-05-26,4197.0,210.0,New Hampshire,1359711.0,48.0,1.0
GA,2020-05-26,43730.0,1871.0,Georgia,10617423.0,386.0,41.0
UT,2020-05-26,8620.0,101.0,Utah,3205958.0,99.0,3.0
ID,2020-05-26,2626.0,79.0,Idaho,1787065.0,0.0,0.0
RI,2020-05-26,14365.0,634.0,Rhode Island,1059361.0,154.0,26.0
NM,2020-05-26,7026.0,320.0,New Mexico,2096829.0,83.0,3.0
IL,2020-05-26,113195.0,4923.0,Illinois,12671821.0,1178.0,39.0
KS,2020-05-26,9218.0,188.0,Kansas,2913314.0,0.0,0.0
HI,2020-05-26,643.0,17.0,Hawaii,1415872.0,0.0,0.0
CO,2020-05-26,24269.0,1088.0,Colorado,5758736.0,95.0,0.0
VT,2020-05-26,967.0,54.0,Vermont,623989.0,5.0,0.0
MS,2020-05-26,13731.0,652.0,Mississippi,2976149.0,273.0,17.0
AL,2020-05-26,15396.0,575.0,Alabama,4903185.0,666.0,13.0
KY,2020-05-26,8571.0,391.0,Kentucky,4467673.0,0.0,0.0
MN,2020-05-26,24308.0,908.0,Minnesota,5639632.0,784.0,18.0
WV,2020-05-26,1854.0,74.0,West Virginia,1792147.0,80.0,2.0
IN,2020-05-26,32078.0,2004.0,Indiana,6732219.0,363.0,28.0
MD,2020-05-26,47687.0,2417.0,Maryland,6045680.0,535.0,38.0
OH,2020-05-26,33006.0,2002.0,Ohio,11689100.0,529.0,15.0
SC,2020-05-26,10416.0,446.0,South Carolina,5148714.0,238.0,6.0
TX,2020-05-26,56560.0,1536.0,Texas,28995881.0,589.0,9.0
LA,2020-05-26,38054.0,2701.0,Louisiana,4648794.0,245.0,11.0
TN,2020-05-26,20965.0,343.0,Tennessee,6829174.0,358.0,5.0
WY,2020-05-26,850.0,13.0,Wyoming,578759.0,12.0,1.0
AK,2020-05-26,411.0,10.0,Alaska,731545.0,2.0,0.0
OR,2020-05-26,3967.0,148.0,Oregon,4217737.0,18.0,0.0
DC,2020-05-27,8406.0,445.0,District of Columbia,705749.0,72.0,5.0
GA,2020-05-27,44421.0,1907.0,Georgia,10617423.0,691.0,36.0
SC,2020-05-27,10623.0,466.0,South Carolina,5148714.0,207.0,20.0
MI,2020-05-27,62461.0,5727.0,Michigan,9986857.0,386.0,24.0
NJ,2020-05-27,156628.0,13102.0,New Jersey,8882190.0,864.0,152.0
TX,2020-05-27,57921.0,1562.0,Texas,28995881.0,1361.0,26.0
MA,2020-05-27,94220.0,6547.0,Massachusetts,6892503.0,527.0,74.0
SD,2020-05-27,4710.0,54.0,South Dakota,884659.0,57.0,4.0
AK,2020-05-27,412.0,10.0,Alaska,731545.0,1.0,0.0
WY,2020-05-27,850.0,13.0,Wyoming,578759.0,0.0,0.0
LA,2020-05-27,38497.0,2722.0,Louisiana,4648794.0,443.0,21.0
AL,2020-05-27,15843.0,581.0,Alabama,4903185.0,447.0,6.0
IN,2020-05-27,32437.0,2030.0,Indiana,6732219.0,359.0,26.0
OH,2020-05-27,33439.0,2044.0,Ohio,11689100.0,433.0,42.0
MN,2020-05-27,24988.0,942.0,Minnesota,5639632.0,680.0,34.0
KY,2020-05-27,9077.0,400.0,Kentucky,4467673.0,506.0,9.0
VT,2020-05-27,971.0,54.0,Vermont,623989.0,4.0,0.0
MO,2020-05-27,12492.0,696.0,Missouri,6137428.0,201.0,10.0
OR,2020-05-27,4038.0,148.0,Oregon,4217737.0,71.0,0.0
NE,2020-05-27,12619.0,153.0,Nebraska,1934408.0,264.0,3.0
NV,2020-05-27,8113.0,416.0,Nevada,3080156.0,116.0,4.0
NC,2020-05-27,24628.0,794.0,North Carolina,10488084.0,488.0,28.0
ME,2020-05-27,2137.0,81.0,Maine,1344212.0,28.0,2.0
VA,2020-05-27,40249.0,1281.0,Virginia,8535519.0,907.0,45.0
AR,2020-05-27,6277.0,120.0,Arkansas,3017804.0,97.0,1.0
ND,2020-05-27,2439.0,44.0,North Dakota,762062.0,17.0,4.0
WA,2020-05-27,22483.0,1078.0,Washington,7614893.0,299.0,8.0
CT,2020-05-27,41288.0,3803.0,Connecticut,3565287.0,-15.0,34.0
PA,2020-05-27,69417.0,5265.0,Pennsylvania,12801989.0,780.0,113.0
NY,2020-05-27,364965.0,23643.0,New York,19453561.0,1129.0,79.0
DE,2020-05-27,9096.0,453.0,Delaware,973764.0,30.0,9.0
WI,2020-05-27,18513.0,539.0,Wisconsin,5822434.0,646.0,22.0
NH,2020-05-27,4231.0,214.0,New Hampshire,1359711.0,34.0,4.0
WV,2020-05-27,1867.0,74.0,West Virginia,1792147.0,13.0,0.0
IA,2020-05-27,18360.0,491.0,Iowa,3155070.0,657.0,13.0
AZ,2020-05-27,17262.0,831.0,Arizona,7278717.0,479.0,24.0
HI,2020-05-27,643.0,17.0,Hawaii,1415872.0,0.0,0.0
IL,2020-05-27,114306.0,5083.0,Illinois,12671821.0,1111.0,160.0
MT,2020-05-27,481.0,17.0,Montana,1068778.0,2.0,0.0
NM,2020-05-27,7130.0,325.0,New Mexico,2096829.0,104.0,5.0
KS,2020-05-27,9337.0,205.0,Kansas,2913314.0,119.0,17.0
RI,2020-05-27,14498.0,655.0,Rhode Island,1059361.0,133.0,21.0
MD,2020-05-27,48423.0,2458.0,Maryland,6045680.0,736.0,41.0
ID,2020-05-27,2699.0,81.0,Idaho,1787065.0,73.0,2.0
OK,2020-05-27,6229.0,322.0,Oklahoma,3956971.0,92.0,4.0
FL,2020-05-27,52634.0,2400.0,Florida,21477737.0,379.0,62.0
CO,2020-05-27,24565.0,1114.0,Colorado,5758736.0,296.0,26.0
TN,2020-05-27,21306.0,353.0,Tennessee,6829174.0,341.0,10.0
UT,2020-05-27,8706.0,105.0,Utah,3205958.0,86.0,4.0
MS,2020-05-27,14044.0,670.0,Mississippi,2976149.0,313.0,18.0
CA,2020-05-27,98980.0,3884.0,California,39512223.0,2247.0,70.0
TX,2020-05-28,59776.0,1601.0,Texas,28995881.0,1855.0,39.0
TN,2020-05-28,21679.0,356.0,Tennessee,6829174.0,373.0,3.0
MA,2020-05-28,94895.0,6640.0,Massachusetts,6892503.0,675.0,93.0
ND,2020-05-28,2481.0,48.0,North Dakota,762062.0,42.0,4.0
AZ,2020-05-28,17763.0,857.0,Arizona,7278717.0,501.0,26.0
NE,2020-05-28,12976.0,163.0,Nebraska,1934408.0,357.0,10.0
NC,2020-05-28,25412.0,827.0,North Carolina,10488084.0,784.0,33.0
DE,2020-05-28,9171.0,459.0,Delaware,973764.0,75.0,6.0
HI,2020-05-28,644.0,17.0,Hawaii,1415872.0,1.0,0.0
IL,2020-05-28,115833.0,5186.0,Illinois,12671821.0,1527.0,103.0
LA,2020-05-28,38802.0,2740.0,Louisiana,4648794.0,305.0,18.0
WY,2020-05-28,874.0,15.0,Wyoming,578759.0,24.0,2.0
SD,2020-05-28,4793.0,54.0,South Dakota,884659.0,83.0,0.0
ID,2020-05-28,2731.0,82.0,Idaho,1787065.0,32.0,1.0
NH,2020-05-28,4286.0,223.0,New Hampshire,1359711.0,55.0,9.0
MT,2020-05-28,485.0,17.0,Montana,1068778.0,4.0,0.0
AK,2020-05-28,425.0,10.0,Alaska,731545.0,13.0,0.0
OH,2020-05-28,33915.0,2098.0,Ohio,11689100.0,476.0,54.0
SC,2020-05-28,10788.0,470.0,South Carolina,5148714.0,165.0,4.0
CT,2020-05-28,41559.0,3826.0,Connecticut,3565287.0,271.0,23.0
WV,2020-05-28,1906.0,74.0,West Virginia,1792147.0,39.0,0.0
AL,2020-05-28,16310.0,590.0,Alabama,4903185.0,467.0,9.0
CO,2020-05-28,24767.0,1135.0,Colorado,5758736.0,202.0,21.0
WI,2020-05-28,19077.0,550.0,Wisconsin,5822434.0,564.0,11.0
CA,2020-05-28,101697.0,3973.0,California,39512223.0,2717.0,89.0
NY,2020-05-28,366733.0,23722.0,New York,19453561.0,1768.0,79.0
UT,2020-05-28,8921.0,106.0,Utah,3205958.0,215.0,1.0
FL,2020-05-28,53285.0,2446.0,Florida,21477737.0,651.0,46.0
OR,2020-05-28,4086.0,151.0,Oregon,4217737.0,48.0,3.0
MD,2020-05-28,49709.0,2501.0,Maryland,6045680.0,1286.0,43.0
MS,2020-05-28,14372.0,693.0,Mississippi,2976149.0,328.0,23.0
RI,2020-05-28,14630.0,677.0,Rhode Island,1059361.0,132.0,22.0
WA,2020-05-28,22753.0,1095.0,Washington,7614893.0,270.0,17.0
MN,2020-05-28,25559.0,977.0,Minnesota,5639632.0,571.0,35.0
VT,2020-05-28,974.0,55.0,Vermont,623989.0,3.0,1.0
NM,2020-05-28,7252.0,329.0,New Mexico,2096829.0,122.0,4.0
DC,2020-05-28,8492.0,453.0,District of Columbia,705749.0,86.0,8.0
PA,2020-05-28,70042.0,5373.0,Pennsylvania,12801989.0,625.0,108.0
KS,2020-05-28,9337.0,205.0,Kansas,2913314.0,0.0,0.0
VA,2020-05-28,41401.0,1338.0,Virginia,8535519.0,1152.0,57.0
MO,2020-05-28,12673.0,707.0,Missouri,6137428.0,181.0,11.0
NV,2020-05-28,8208.0,425.0,Nevada,3080156.0,95.0,9.0
AR,2020-05-28,6538.0,120.0,Arkansas,3017804.0,261.0,0.0
IA,2020-05-28,18573.0,504.0,Iowa,3155070.0,213.0,13.0
OK,2020-05-28,6270.0,326.0,Oklahoma,3956971.0,41.0,4.0
MI,2020-05-28,62797.0,5751.0,Michigan,9986857.0,336.0,24.0
ME,2020-05-28,2189.0,84.0,Maine,1344212.0,52.0,3.0
NJ,2020-05-28,157815.0,13169.0,New Jersey,8882190.0,1187.0,67.0
KY,2020-05-28,9077.0,400.0,Kentucky,4467673.0,0.0,0.0
IN,2020-05-28,33068.0,2068.0,Indiana,6732219.0,631.0,38.0
GA,2020-05-28,45070.0,1962.0,Georgia,10617423.0,649.0,55.0
KY,2020-05-29,9184.0,409.0,Kentucky,4467673.0,107.0,9.0
RI,2020-05-29,14808.0,693.0,Rhode Island,1059361.0,178.0,16.0
AR,2020-05-29,6538.0,125.0,Arkansas,3017804.0,0.0,5.0
IL,2020-05-29,117455.0,5270.0,Illinois,12671821.0,1622.0,84.0
LA,2020-05-29,38802.0,2766.0,Louisiana,4648794.0,0.0,26.0
NM,2020-05-29,7364.0,335.0,New Mexico,2096829.0,112.0,6.0
ND,2020-05-29,2520.0,48.0,North Dakota,762062.0,39.0,0.0
IN,2020-05-29,33558.0,2110.0,Indiana,6732219.0,490.0,42.0
WA,2020-05-29,23047.0,1106.0,Washington,7614893.0,294.0,11.0
TX,2020-05-29,61006.0,1626.0,Texas,28995881.0,1230.0,25.0
MO,2020-05-29,12795.0,738.0,Missouri,6137428.0,122.0,31.0
MA,2020-05-29,95512.0,6718.0,Massachusetts,6892503.0,617.0,78.0
NE,2020-05-29,13261.0,164.0,Nebraska,1934408.0,285.0,1.0
CA,2020-05-29,103886.0,4068.0,California,39512223.0,2189.0,95.0
DE,2020-05-29,9236.0,463.0,Delaware,973764.0,65.0,4.0
WY,2020-05-29,891.0,15.0,Wyoming,578759.0,17.0,0.0
NH,2020-05-29,4386.0,232.0,New Hampshire,1359711.0,100.0,9.0
NY,2020-05-29,368284.0,23780.0,New York,19453561.0,1551.0,58.0
ME,2020-05-29,2226.0,85.0,Maine,1344212.0,37.0,1.0
NV,2020-05-29,8350.0,435.0,Nevada,3080156.0,142.0,10.0
WI,2020-05-29,19843.0,568.0,Wisconsin,5822434.0,766.0,18.0
AK,2020-05-29,430.0,10.0,Alaska,731545.0,5.0,0.0
PA,2020-05-29,71339.0,5464.0,Pennsylvania,12801989.0,1297.0,91.0
CT,2020-05-29,41762.0,3868.0,Connecticut,3565287.0,203.0,42.0
AL,2020-05-29,16823.0,605.0,Alabama,4903185.0,513.0,15.0
UT,2020-05-29,9264.0,107.0,Utah,3205958.0,343.0,1.0
IA,2020-05-29,18926.0,522.0,Iowa,3155070.0,353.0,18.0
FL,2020-05-29,54497.0,2495.0,Florida,21477737.0,1212.0,49.0
KS,2020-05-29,9719.0,208.0,Kansas,2913314.0,382.0,3.0
OK,2020-05-29,6338.0,329.0,Oklahoma,3956971.0,68.0,3.0
VA,2020-05-29,42533.0,1358.0,Virginia,8535519.0,1132.0,20.0
